time,movement,noise,screen
1771409075588,36.294983,0,1
1771409075605,38.44362,0,1
1771409075621,37.066135,0,1
1771409075632,26.721643,0,1
1771409075647,16.879158,0,1
1771409075664,10.900537,0,1
1771409075680,6.6654105,0,1
1771409075697,5.0829716,0,1
1771409075713,8.069595,0,1
1771409075731,15.19609,0,1
1771409075745,22.228199,0,1
1771409075762,25.235739,0,1
1771409075778,26.893911,0,1
1771409075794,11.20604,0,1
1771409075809,17.063835,0,1
1771409075826,38.22582,0,1
1771409075843,45.95375,0,1
1771409075859,49.21324,0,1
1771409075874,46.461586,0,1
1771409075890,29.606493,0,1
1771409075906,14.221029,0,1
1771409075922,4.2034206,0,1
1771409075935,6.1616316,0,1
1771409075951,15.267735,0,1
1771409075970,24.945942,0,1
1771409075986,28.835243,0,1
1771409076002,26.09285,0,1
1771409076018,15.132768,0,1
1771409076034,11.880431,0,1
1771409076051,23.12591,0,1
1771409076066,34.869305,0,1
1771409076082,45.546593,0,1
1771409076098,49.544456,0,1
1771409076114,44.01573,0,1
1771409076130,31.112103,0,1
1771409076146,17.166191,0,1
1771409076165,5.106928,0,1
1771409076178,5.5808315,0,1
1771409076194,12.678662,0,1
1771409076210,17.02178,0,1
1771409076227,20.416924,0,1
1771409076243,21.424559,0,1
1771409076258,20.599977,0,1
1771409076276,15.7300625,0,1
1771409076290,4.9226294,0,1
1771409076307,14.508895,0,1
1771409076323,31.29683,0,1
1771409076340,44.176746,0,1
1771409076355,46.702637,0,1
1771409076371,46.76773,0,1
1771409076387,36.77848,0,1
1771409076402,22.400953,0,1
1771409076419,9.7366905,0,1
1771409076432,3.7195044,0,1
1771409076449,10.6213875,0,1
1771409076467,16.6009,0,1
1771409076484,19.676208,0,1
1771409076500,21.88037,0,1
1771409076515,20.979826,0,1
1771409076532,10.231405,0,1
1771409076547,7.8214116,0,1
1771409076564,22.540428,0,1
1771409076580,36.863396,0,1
1771409076596,45.337925,0,1
1771409076612,44.341503,0,1
1771409076628,33.483017,0,1
1771409076643,21.37931,0,1
1771409076659,10.446737,0,1
1771409076675,0.45554805,0,1
1771409076692,8.857285,0,1
1771409076708,16.217827,0,1
1771409076723,20.751183,0,1
1771409076740,22.259691,0,1
1771409076756,21.483418,0,1
1771409076772,15.224039,0,1
1771409076788,3.2823293,0,1
1771409076803,13.42326,0,1
1771409076819,27.642906,0,1
1771409076835,40.673843,0,1
1771409076852,46.404533,0,1
1771409076867,41.54872,0,1
1771409076884,30.92836,0,1
1771409076900,19.495533,0,1
1771409076916,9.308128,0,1
1771409076930,4.155581,0,1
1771409076945,7.4716854,0,1
1771409076963,10.325064,0,1
1771409076980,10.32701,0,1
1771409076995,7.500761,0,1
1771409077012,3.001288,0,1
1771409077028,3.6214519,0,1
1771409077044,9.607113,0,1
1771409077060,16.017862,0,1
1771409077076,19.976513,0,1
1771409077092,20.561316,0,1
1771409077108,19.892048,0,1
1771409077124,17.618862,0,1
1771409077139,14.607407,0,1
1771409077156,12.287673,0,1
1771409077171,10.6542425,0,1
1771409077187,9.75738,0,1
1771409077204,9.2557335,0,1
1771409077220,8.574132,0,1
1771409077235,7.7116337,0,1
1771409077252,7.2288303,0,1
1771409077266,7.743375,0,1
1771409077283,8.641172,0,1
1771409077301,9.132353,0,1
1771409077317,9.516945,0,1
1771409077331,10.97469,0,1
1771409077347,12.534927,0,1
1771409077364,13.11844,0,1
1771409077381,12.609403,0,1
1771409077397,12.690059,0,1
1771409077411,12.840107,0,1
1771409077427,12.587231,0,1
1771409077442,12.151463,0,1
1771409077461,11.668002,0,1
1771409077476,11.057712,0,1
1771409077492,10.632914,0,1
1771409077509,10.186614,0,1
1771409077523,9.619227,0,1
1771409077539,9.345228,0,1
1771409077554,8.99586,0,1
1771409077572,9.247032,0,1
1771409077589,9.85717,0,1
1771409077604,10.392453,0,1
1771409077620,10.407663,0,1
1771409077636,10.338824,0,1
1771409077653,10.425183,0,1
1771409077668,10.354189,0,1
1771409077684,10.400212,0,1
1771409077701,10.6774645,0,1
1771409077717,10.906762,0,1
1771409077733,11.167568,0,1
1771409077750,11.261758,0,1
1771409077766,11.195023,0,1
1771409077782,11.091979,0,1
1771409077797,10.969834,0,1
1771409077813,10.934158,0,1
1771409077830,10.700676,0,1
1771409077844,10.673244,0,1
1771409077860,10.40884,0,1
1771409077875,10.387686,0,1
1771409077892,10.562914,0,1
1771409077909,10.492694,0,1
1771409077925,10.259927,0,1
1771409077939,10.096625,0,1
1771409077955,9.9452715,0,1
1771409077972,9.924744,0,1
1771409077990,10.10249,0,1
1771409078005,10.248017,0,1
1771409078021,10.348892,0,1
1771409078038,10.419317,0,1
1771409078054,10.606019,0,1
1771409078068,10.740297,0,1
1771409078085,10.716011,0,1
1771409078102,10.825735,0,1
1771409078117,10.810151,0,1
1771409078133,10.797628,0,1
1771409078150,10.909891,0,1
1771409078166,10.7177925,0,1
1771409078181,10.795605,0,1
1771409078196,11.024967,0,1
1771409078213,11.182845,0,1
1771409078229,11.835901,0,1
1771409078246,12.808294,0,1
1771409078262,13.737463,0,1
1771409078276,13.65628,0,1
1771409078294,13.307926,0,1
1771409078310,12.700859,0,1
1771409078326,12.403227,0,1
1771409078341,11.54072,0,1
1771409078358,12.280912,0,1
1771409078373,15.387837,0,1
1771409078389,18.006079,0,1
1771409078406,18.58127,0,1
1771409078421,16.504175,0,1
1771409078435,12.045253,0,1
1771409078451,4.7922845,0,1
1771409078470,9.066127,0,1
1771409078486,22.420118,0,1
1771409078502,31.293253,0,1
1771409078517,31.33363,0,1
1771409078534,25.431425,0,1
1771409078549,17.223736,0,1
1771409078566,8.502202,0,1
1771409078581,5.9408064,0,1
1771409078597,13.140442,0,1
1771409078614,17.905323,0,1
1771409078629,20.60955,0,1
1771409078644,23.049393,0,1
1771409078661,23.972658,0,1
1771409078677,22.694904,0,1
1771409078692,17.2299,0,1
1771409078708,4.720903,0,1
1771409078725,16.647345,0,1
1771409078741,36.081356,0,1
1771409078757,44.999416,0,1
1771409078774,45.728115,0,1
1771409078789,35.960922,0,1
1771409078805,22.017572,0,1
1771409078822,11.656249,0,1
1771409078838,8.092332,0,1
1771409078853,10.974956,0,1
1771409078870,13.780022,0,1
1771409078886,15.385583,0,1
1771409078903,14.607559,0,1
1771409078918,10.321066,0,1
1771409078932,3.19962,0,1
1771409078947,5.147842,0,1
1771409078965,11.656517,0,1
1771409078982,17.110424,0,1
1771409078999,21.383621,0,1
1771409079015,24.14845,0,1
1771409079030,24.077732,0,1
1771409079046,20.154652,0,1
1771409079063,14.802242,0,1
1771409079079,10.8270645,0,1
1771409079093,8.541104,0,1
1771409079111,7.535857,0,1
1771409079127,7.0938272,0,1
1771409079139,7.002215,0,1
1771409079156,6.9221363,0,1
1771409079171,7.2293463,0,1
1771409079188,7.9132214,0,1
1771409079204,10.013038,0,1
1771409079220,12.306074,0,1
1771409079236,13.068496,0,1
1771409079252,12.539165,0,1
1771409079269,12.512533,0,1
1771409079283,12.3682,0,1
1771409079299,12.07268,0,1
1771409079314,11.439749,0,1
1771409079332,10.8363,0,1
1771409079348,10.7856045,0,1
1771409079363,10.4527855,0,1
1771409079380,9.9665365,0,1
1771409079395,9.249166,0,1
1771409079412,9.498522,0,1
1771409079428,9.789666,0,1
1771409079444,9.809266,0,1
1771409079460,10.407414,0,1
1771409079476,11.034207,0,1
1771409079492,12.027138,0,1
1771409079508,12.245177,0,1
1771409079524,12.136862,0,1
1771409079540,11.719641,0,1
1771409079556,11.143779,0,1
1771409079571,10.658803,0,1
1771409079588,10.290484,0,1
1771409079603,10.2512865,0,1
1771409079618,9.860005,0,1
1771409079634,9.796121,0,1
1771409079650,9.786519,0,1
1771409079668,9.951449,0,1
1771409079682,10.202963,0,1
1771409079698,10.401978,0,1
1771409079715,10.769489,0,1
1771409079731,10.906903,0,1
1771409079747,10.823172,0,1
1771409079765,10.814752,0,1
1771409079781,10.736528,0,1
1771409079796,10.748615,0,1
1771409079813,10.716056,0,1
1771409079829,10.821088,0,1
1771409079845,10.732484,0,1
1771409079860,10.622982,0,1
1771409079878,10.2929535,0,1
1771409079894,10.31325,0,1
1771409079909,10.592994,0,1
1771409079925,10.775773,0,1
1771409079940,10.825617,0,1
1771409079956,10.932716,0,1
1771409079975,11.2461605,0,1
1771409079989,11.590835,0,1
1771409080005,12.010768,0,1
1771409080035,12.109979,0,1
1771409080037,12.999345,0,1
1771409080052,16.441383,0,1
1771409080094,20.213364,0,1
1771409080095,22.833164,0,1
1771409080106,21.978617,0,1
1771409080115,17.064493,0,1
1771409080132,10.867875,0,1
1771409080147,6.4333763,0,1
1771409080163,8.296422,0,1
1771409080179,15.7619915,0,1
1771409080195,24.995522,0,1
1771409080211,31.894382,0,1
1771409080228,34.86449,0,1
1771409080246,31.412756,0,1
1771409080279,25.132336,0,1
1771409080282,17.40432,0,1
1771409080293,10.475882,0,1
1771409080308,4.4113784,0,1
1771409080328,11.968731,0,1
1771409080341,22.303112,0,1
1771409080356,30.732092,0,1
1771409080372,31.568281,0,1
1771409080389,26.775578,0,1
1771409080405,20.009724,0,1
1771409080426,12.299356,0,1
1771409080437,7.212513,0,1
1771409080453,9.039495,0,1
1771409080469,14.419533,0,1
1771409080485,18.636719,0,1
1771409080505,19.782703,0,1
1771409080517,17.444313,0,1
1771409080533,12.677521,0,1
1771409080548,5.0307775,0,1
1771409080566,9.995755,0,1
1771409080599,23.588957,0,1
1771409080608,36.290527,0,1
1771409080620,41.59334,0,1
1771409080652,38.43065,0,1
1771409080658,30.055977,0,1
1771409080664,21.82102,0,1
1771409080679,13.643121,0,0
1771409080695,7.5066266,0,0
1771409080709,5.618156,0,0
1771409080725,8.312696,0,0
1771409080742,11.82851,0,0
1771409080757,14.0079155,0,0
1771409080778,15.798597,0,0
1771409080789,16.258226,0,0
1771409080804,15.448116,0,0
1771409080820,11.463693,0,0
1771409080836,2.0593028,0,0
1771409080852,15.20444,0,0
1771409080869,31.729548,0,0
1771409080885,42.05201,0,0
1771409080900,44.10272,0,0
1771409080917,41.534286,0,0
1771409080932,30.823027,0,0
1771409080949,20.581772,0,0
1771409080965,11.238087,0,0
1771409080981,3.8508255,0,0
1771409080997,2.3508382,0,0
1771409081012,5.497128,0,0
1771409081029,7.777043,0,0
1771409081044,9.664833,0,0
1771409081061,10.973791,0,0
1771409081077,12.017457,0,0
1771409081093,12.365805,0,0
1771409081109,12.611154,0,0
1771409081125,11.9599695,0,0
1771409081141,15.125984,0,0
1771409081157,28.547039,0,0
1771409081173,34.55511,0,0
1771409081189,33.209576,0,0
1771409081205,30.569426,0,0
1771409081221,38.436703,0,0
1771409081237,39.85655,0,0
1771409081254,35.517845,0,0
1771409081269,21.603981,0,0
1771409081285,12.976652,0,0
1771409081301,8.027009,0,0
1771409081317,4.77363,0,0
1771409081333,3.314128,0,0
1771409081349,9.747988,0,0
1771409081365,17.73079,0,0
1771409081381,24.212013,0,0
1771409081398,27.114622,0,0
1771409081413,25.162386,0,0
1771409081429,19.604399,0,0
1771409081445,11.424592,0,0
1771409081461,3.4509723,0,0
1771409081477,8.559882,0,0
1771409081493,19.516891,0,0
1771409081509,29.758112,0,0
1771409081526,33.7908,0,0
1771409081542,31.335192,0,0
1771409081558,24.41245,0,0
1771409081574,16.733908,0,0
1771409081589,9.595505,0,0
1771409081605,3.707204,0,0
1771409081622,9.739948,0,0
1771409081639,18.059446,0,0
1771409081656,24.61045,0,0
1771409081672,26.14258,0,0
1771409081688,22.286469,0,0
1771409081704,14.303054,0,0
1771409081720,5.289283,0,0
1771409081737,6.280466,0,0
1771409081752,16.589384,0,0
1771409081768,27.266102,0,0
1771409081785,34.24218,0,0
1771409081801,33.747795,0,0
1771409081816,26.369904,0,0
1771409081833,18.71666,0,0
1771409081849,12.241638,0,0
1771409081864,5.81658,0,0
1771409081880,6.5030937,0,0
1771409081896,17.316362,0,0
1771409081913,26.65506,0,0
1771409081929,29.741175,0,0
1771409081942,27.000013,0,0
1771409081958,19.839735,0,0
1771409081977,11.051423,0,0
1771409081993,3.1333559,0,0
1771409082009,7.211546,0,0
1771409082026,15.888365,0,0
1771409082042,24.217472,0,0
1771409082056,29.853941,0,0
1771409082074,30.084677,0,0
1771409082090,24.416983,0,0
1771409082105,18.008936,0,0
1771409082122,12.603303,0,0
1771409082138,7.315315,0,0
1771409082154,4.045206,0,0
1771409082170,10.373024,0,0
1771409082186,17.494967,0,0
1771409082201,21.955734,0,0
1771409082217,21.990955,0,0
1771409082234,18.971655,0,0
1771409082250,14.186581,0,0
1771409082266,10.8454,0,0
1771409082281,13.189795,0,0
1771409082298,19.246307,0,0
1771409082313,24.247622,0,0
1771409082330,24.784786,0,0
1771409082346,21.314611,0,0
1771409082362,14.684897,0,0
1771409082377,7.8745065,0,0
1771409082394,2.0221934,0,0
1771409082410,5.126532,0,0
1771409082426,10.065563,0,0
1771409082440,14.723047,0,0
1771409082455,17.983435,0,0
1771409082472,17.695372,0,0
1771409082489,18.147242,0,0
1771409082505,17.263538,0,0
1771409082522,11.506834,0,0
1771409082538,0.90877515,0,0
1771409082553,13.477413,0,0
1771409082570,26.780405,0,0
1771409082586,35.152187,0,0
1771409082602,39.041473,0,0
1771409082618,36.722332,0,0
1771409082634,28.68279,0,0
1771409082649,19.942173,0,0
1771409082666,12.452487,0,0
1771409082683,7.1784897,0,0
1771409082698,4.8325872,0,0
1771409082713,6.4515886,0,0
1771409082729,9.159268,0,0
1771409082746,10.955109,0,0
1771409082761,12.561852,0,0
1771409082778,12.917175,0,0
1771409082794,11.622105,0,0
1771409082810,5.707999,0,0
1771409082827,5.423237,0,0
1771409082841,19.748884,0,0
1771409082857,31.951834,0,0
1771409082874,38.170193,0,0
1771409082890,37.827602,0,0
1771409082906,31.789846,0,0
1771409082923,24.516172,0,0
1771409082937,16.893105,0,0
1771409082951,9.647871,0,0
1771409082970,4.4927444,0,0
1771409082986,3.68203,0,0
1771409083003,5.593992,0,0
1771409083017,7.355341,0,0
1771409083035,9.618228,0,0
1771409083050,12.222618,0,0
1771409083066,13.918824,0,0
1771409083083,12.192427,0,0
1771409083099,4.973585,0,0
1771409083115,11.071907,0,0
1771409083129,26.491734,0,0
1771409083146,37.57821,0,0
1771409083162,41.14896,0,0
1771409083181,36.034184,0,0
1771409083195,26.782734,0,0
1771409083210,17.321318,0,0
1771409083227,8.732588,0,0
1771409083242,3.0101404,0,0
1771409083258,5.4289947,0,0
1771409083274,9.040132,0,0
1771409083288,11.920086,0,0
1771409083306,13.607259,0,0
1771409083323,13.826402,0,0
1771409083338,13.518571,0,0
1771409083355,12.938297,0,0
1771409083371,9.981261,0,0
1771409083387,6.843421,0,0
1771409083403,20.581718,0,0
1771409083418,33.288284,0,0
1771409083435,42.67313,0,0
1771409083448,42.17724,0,0
1771409083466,35.145714,0,0
1771409083482,21.295671,0,0
1771409083497,9.796245,0,0
1771409083514,4.7945895,0,0
1771409083532,11.117054,0,0
1771409083547,17.907196,0,0
1771409083562,23.406214,0,0
1771409083579,25.011063,0,0
1771409083594,24.738869,0,0
1771409083610,21.60242,0,0
1771409083628,14.907873,0,0
1771409083642,7.2631803,0,0
1771409083660,6.1962805,0,0
1771409083675,14.735497,0,0
1771409083692,25.114277,0,0
1771409083708,33.74183,0,0
1771409083724,39.36126,0,0
1771409083740,38.070415,0,0
1771409083756,30.530708,0,0
1771409083772,21.85231,0,0
1771409083788,14.525355,0,0
1771409083804,9.27402,0,0
1771409083820,5.3415565,0,0
1771409083835,6.5297203,0,0
1771409083851,14.903633,0,0
1771409083868,23.600063,0,0
1771409083884,29.67451,0,0
1771409083900,31.164251,0,0
1771409083915,27.63183,0,0
1771409083932,19.241745,0,0
1771409083945,10.051801,0,0
1771409083961,8.203858,0,0
1771409083981,16.019762,0,0
1771409083995,24.443651,0,0
1771409084011,33.534744,0,0
1771409084028,38.638584,0,0
1771409084044,39.29215,0,0
1771409084059,35.34799,0,0
1771409084076,26.262583,0,0
1771409084092,17.832369,0,0
1771409084107,10.092296,0,0
1771409084124,5.7080193,0,0
1771409084139,8.851611,0,0
1771409084156,12.388464,0,0
1771409084172,14.975709,0,0
1771409084188,15.778865,0,0
1771409084203,17.269474,0,0
1771409084219,19.439407,0,0
1771409084236,18.897957,0,0
1771409084252,16.173908,0,0
1771409084268,12.932357,0,0
1771409084284,10.036413,0,0
1771409084304,8.486743,0,0
1771409084316,14.050951,0,0
1771409084331,24.69972,0,0
1771409084346,33.88056,0,0
1771409084361,37.59376,0,0
1771409084378,36.13283,0,0
1771409084394,31.49633,0,0
1771409084411,23.322815,0,0
1771409084426,15.736163,0,0
1771409084443,9.116661,0,0
1771409084457,3.8663158,0,0
1771409084476,2.705848,0,0
1771409084492,5.963236,0,0
1771409084506,9.626773,0,0
1771409084524,14.129711,0,0
1771409084540,19.465536,0,0
1771409084556,22.872011,0,0
1771409084573,22.513664,0,0
1771409084588,16.974323,0,0
1771409084605,7.9703526,0,0
1771409084621,7.301504,0,0
1771409084637,22.503448,0,0
1771409084653,36.493534,0,0
1771409084667,41.616096,0,0
1771409084681,39.857502,0,0
1771409084699,31.109165,0,0
1771409084716,21.050505,0,0
1771409084732,12.368755,0,0
1771409084749,5.4802833,0,0
1771409084765,2.216926,0,0
1771409084781,6.891526,0,0
1771409084796,12.19722,0,0
1771409084812,16.592127,0,0
1771409084829,19.36633,0,0
1771409084845,19.981482,0,0
1771409084861,17.684977,0,0
1771409084878,13.163504,0,0
1771409084893,5.613043,0,0
1771409084909,9.782494,0,0
1771409084925,23.555655,0,0
1771409084940,35.395897,0,0
1771409084954,41.19482,0,0
1771409084971,39.97053,0,0
1771409084990,32.11441,0,0
1771409085004,22.594109,0,0
1771409085021,14.354987,0,0
1771409085036,7.7660227,0,0
1771409085049,3.6457794,0,0
1771409085067,3.047263,0,0
1771409085084,5.4076633,0,0
1771409085098,7.7980027,0,0
1771409085114,8.437544,0,0
1771409085130,7.6702514,0,0
1771409085146,6.738259,0,0
1771409085161,6.6630445,0,0
1771409085180,7.9104137,0,0
1771409085196,9.793081,0,0
1771409085212,11.358434,0,0
1771409085228,12.79749,0,0
1771409085244,14.065487,0,0
1771409085259,14.992658,0,0
1771409085276,15.200561,0,0
1771409085292,14.911657,0,0
1771409085309,14.351716,0,0
1771409085325,13.459375,0,0
1771409085339,13.053405,0,0
1771409085354,12.705004,0,0
1771409085370,12.048335,0,0
1771409085386,11.328121,0,0
1771409085402,10.543277,0,0
1771409085418,9.665204,0,0
1771409085434,8.670761,0,0
1771409085450,7.772854,0,0
1771409085467,7.282778,0,0
1771409085483,7.4412475,0,0
1771409085501,8.021651,0,0
1771409085515,9.007108,0,0
1771409085533,10.202196,0,0
1771409085549,11.011374,0,0
1771409085565,11.659246,0,0
1771409085580,12.027474,0,0
1771409085596,12.194313,0,0
1771409085613,12.0760355,0,0
1771409085628,11.856026,0,0
1771409085645,11.472016,0,0
1771409085662,11.029446,0,0
1771409085677,10.550395,0,0
1771409085693,10.112836,0,0
1771409085709,9.725442,0,0
1771409085725,9.456009,0,0
1771409085742,9.362899,0,0
1771409085758,9.515685,0,0
1771409085774,9.566606,0,0
1771409085790,9.7069645,0,0
1771409085805,9.847929,0,0
1771409085822,10.058347,0,0
1771409085838,10.257366,0,0
1771409085854,10.308752,0,0
1771409085869,10.428745,0,0
1771409085886,10.544205,0,0
1771409085901,10.550471,0,0
1771409085918,10.622519,0,0
1771409085934,10.578301,0,0
1771409085947,10.57608,0,0
1771409085963,10.489284,0,0
1771409085982,10.556946,0,0
1771409085998,10.507058,0,0
1771409086013,10.451784,0,0
1771409086030,10.391677,0,0
1771409086045,10.258843,0,0
1771409086062,10.329812,0,0
1771409086077,10.270437,0,0
1771409086092,10.302328,0,0
1771409086109,10.211294,0,0
1771409086125,10.173899,0,0
1771409086140,10.15141,0,0
1771409086158,10.172224,0,0
1771409086174,10.161712,0,0
1771409086190,10.220548,0,0
1771409086205,10.310105,0,0
1771409086221,10.40478,0,0
1771409086237,10.380488,0,0
1771409086254,10.3268385,0,0
1771409086269,10.35982,0,0
1771409086286,10.416396,0,0
1771409086302,10.312239,0,0
1771409086317,10.39501,0,0
1771409086333,10.432075,0,0
1771409086350,10.356183,0,0
1771409086366,10.377497,0,0
1771409086382,10.368321,0,0
1771409086399,10.284417,0,0
1771409086414,10.273456,0,0
1771409086429,10.361833,0,0
1771409086445,10.257213,0,0
1771409086459,10.316047,0,0
1771409086477,10.333813,0,0
1771409086495,10.442812,0,0
1771409086510,10.324954,0,0
1771409086525,10.311071,0,0
1771409086540,10.364664,0,0
1771409086557,10.338883,0,0
1771409086573,10.390975,0,0
1771409086590,10.427382,0,0
1771409086606,10.442812,0,0
1771409086622,10.558557,0,0
1771409086638,10.676709,0,0
1771409086653,10.709346,0,0
1771409086669,10.9451065,0,0
1771409086686,11.175914,0,0
1771409086702,11.682501,0,0
1771409086718,12.944509,0,0
1771409086735,14.445172,0,0
1771409086750,15.643887,0,0
1771409086766,15.336861,0,0
1771409086783,14.393181,0,0
1771409086798,12.634439,0,0
1771409086814,11.3681965,0,0
1771409086831,9.441124,0,0
1771409086847,7.4989552,0,0
1771409086863,6.9436345,0,0
1771409086877,8.82435,0,0
1771409086895,11.023523,0,0
1771409086911,12.448279,0,0
1771409086926,16.49095,0,0
1771409086942,22.149292,0,0
1771409086955,25.975662,0,0
1771409086972,18.937431,0,0
1771409086989,6.738358,0,0
1771409087007,22.705353,0,0
1771409087022,40.7105,0,0
1771409087038,45.047264,0,0
1771409087054,47.51345,0,0
1771409087071,44.31275,0,0
1771409087085,29.117853,0,0
1771409087101,16.719566,0,0
1771409087118,8.103554,0,0
1771409087134,6.668058,0,0
1771409087151,10.569301,0,0
1771409087165,15.939392,0,0
